Reason,URL,"_raw","_time",action,active,"active_hist_searches","active_realtime_searches",app,"attr.message.category","attr.message.category_id","attr.message.msg","attr.message.session_name","attr.message.thread","attr.message.ts_sec","attr.message.ts_usec","attr.message.verbose_level","attr.message.verbose_level_id",autoload,"avg_rsv","avg_time_spent_in_queue","bucket_count",build,"busiest_thread_name",bytes,c,capacity,clientip,code,color,component,cookie,count,"cpu_max","cpu_total",created,"created_replicas",ctx,"current_hot","current_hot_replicas","current_queue_size","current_size","current_total","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",digest,"discarded_new","discarded_old","drop_count","due_to_stanza",duration,durationMS,"dutycycle_ratio","enqueue_seaches_count","event_message",eventtype,expectedCode,failed,feature,file,frozen,group,hits,host,hostname,hotWarmPath,id,ident,idx,index,"ingest_pipe",innerLockTime,instanceType,isFree,isTrial,"jobs_added","jobs_finished","largest_queue_size","largest_size",level,limit,line,linecount,location,"log_level","max_size","max_time_spent_in_queue","max_used","max_used_interval","mean_preview_period",message,method,"min_queue_size",misses,msg,nCompleted,nCurrent,nDownloadFail,nInstallFail,nInstallOk,nReceived,nStarted,nUninstallFail,nUninstallOk,name,namespace,"node_path","node_type","num_evictions","open_buckets",operation,other,"output_mode",pendingBucketUpdates,product,productType,punct,ratio,referer,"referer_domain",released,"rep_used","req_time",requestURL,requestid,"requests_last_period",rolled,root,s,search,service,share,showCommandHelp,showCommandHistory,showFieldInfo,sid,"smallest_size",snippet,snippetEmbedJS,"sort_dir","sort_key",source,sourcetype,spent,"splunk_server","splunk_server_group",status,"t.$date",thread,"thread_id","thread_name",time,timeendpos,timestartpos,"total_removed",trace,uri,"uri_domain","uri_path","uri_query",useTypeahead,used,user,useragent,version,volumeCompletedKB,"wallclock_ms_max","wallclock_ms_total"
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=kvstore_connections, name=replset_pool, created=17, released=17, failed=0, active=0","2025-02-19T06:26:45.534-0500",,0,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,17,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=kvstore_connections, name=replset_pool, created=17, released=17, failed=0, active=0",,,0,,,,"kvstore_connections",,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,"replset_pool",,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=,_=,_=",,,,17,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=executor, name=filesystemopexecutor, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,0,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=executor, name=filesystemopexecutor, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0",,,,,,,executor,,kali,,,,,,"_internal",,,,,,0,0,,0,,,,1,,INFO,0,,,,,,,,,,,,,,,,,,,filesystemopexecutor,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=,_=,_=,_=,_=",,,,,,,,,,,,,,,,,,,,0,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=executor, name=cachemgr_up, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,0,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=executor, name=cachemgr_up, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0",,,,,,,executor,,kali,,,,,,"_internal",,,,,,0,0,,0,,,,1,,INFO,0,,,,,,,,,,,,,,,,,,,"cachemgr_up",,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=,_=,_=,_=,_=",,,,,,,,,,,,,,,,,,,,0,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=executor, name=cachemgr_post_upload_job, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,0,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=executor, name=cachemgr_post_upload_job, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0",,,,,,,executor,,kali,,,,,,"_internal",,,,,,0,0,,0,,,,1,,INFO,0,,,,,,,,,,,,,,,,,,,"cachemgr_post_upload_job",,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=,_=,_=,_=,_=",,,,,,,,,,,,,,,,,,,,0,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=executor, name=cachemgr_down, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,0,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=executor, name=cachemgr_down, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0",,,,,,,executor,,kali,,,,,,"_internal",,,,,,0,0,,0,,,,1,,INFO,0,,,,,,,,,,,,,,,,,,,"cachemgr_down",,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=,_=,_=,_=,_=",,,,,,,,,,,,,,,,,,,,0,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=executor, name=cachemgr_del, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,0,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=executor, name=cachemgr_del, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=0",,,,,,,executor,,kali,,,,,,"_internal",,,,,,0,0,,0,,,,1,,INFO,0,,,,,,,,,,,,,,,,,,,"cachemgr_del",,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=,_=,_=,_=,_=",,,,,,,,,,,,,,,,,,,,0,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=executor, name=alertnotifierexecutor, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=500","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,0,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=executor, name=alertnotifierexecutor, jobs_added=0, jobs_finished=0, current_size=0, smallest_size=0, largest_size=0, max_size=500",,,,,,,executor,,kali,,,,,,"_internal",,,,,,0,0,,0,,,,1,,INFO,500,,,,,,,,,,,,,,,,,,,alertnotifierexecutor,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=,_=,_=,_=,_=",,,,,,,,,,,,,,,,,,,,0,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=dutycycle, name=management, thread=webui, ratio=""0.001""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=dutycycle, name=management, thread=webui, ratio=""0.001""",,,,,,,dutycycle,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_="".""","0.001",,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,webui,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=dutycycle, name=management, thread=tcpchannelthread, ratio=""0.027"", ratio=""1.000"", ratio=""0.001""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=dutycycle, name=management, thread=tcpchannelthread, ratio=""0.027"", ratio=""1.000"", ratio=""0.001""",,,,,,,dutycycle,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=""."",_=""."",_="".""","0.027",,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,tcpchannelthread,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=dutycycle, name=management, thread=tailreader0, ratio=""0.010""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=dutycycle, name=management, thread=tailreader0, ratio=""0.010""",,,,,,,dutycycle,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_="".""","0.010",,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,tailreader0,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=dutycycle, name=management, thread=schedulerthread, ratio=""0.001""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=dutycycle, name=management, thread=schedulerthread, ratio=""0.001""",,,,,,,dutycycle,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_="".""","0.001",,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,schedulerthread,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=dutycycle, name=management, thread=savedsearchfetcher, ratio=""0.003""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=dutycycle, name=management, thread=savedsearchfetcher, ratio=""0.003""",,,,,,,dutycycle,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_="".""","0.003",,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,savedsearchfetcher,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=dutycycle, name=management, thread=indexertpoolworker-1, ratio=""0.014""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=dutycycle, name=management, thread=indexertpoolworker-1, ratio=""0.014""",,,,,,,dutycycle,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,"--_::._-____-_=,_=,_=-,_="".""","0.014",,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,"indexertpoolworker-1",,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=dutycycle, name=management, thread=indexertpoolworker-0, ratio=""0.013""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=dutycycle, name=management, thread=indexertpoolworker-0, ratio=""0.013""",,,,,,,dutycycle,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,"--_::._-____-_=,_=,_=-,_="".""","0.013",,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,"indexertpoolworker-0",,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=dutycycle, name=management, thread=indexerservice, ratio=""0.002""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=dutycycle, name=management, thread=indexerservice, ratio=""0.002""",,,,,,,dutycycle,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_="".""","0.002",,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,indexerservice,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=dutycycle, name=management, thread=httpdispatch, ratio=""0.003""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=dutycycle, name=management, thread=httpdispatch, ratio=""0.003""",,,,,,,dutycycle,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_="".""","0.003",,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,httpdispatch,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=deploy-server, name=clients, phonehome, nReceived=0","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=deploy-server, name=clients, phonehome, nReceived=0",,,,,,,"deploy-server",,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,0,,,,clients,,,,,,,,,,,,"--_::._-____-_=-,_=,_,_=",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=deploy-server, name=clients, app_event_reports, nDownloadFail=0, nInstallOk=0, nInstallFail=0, nUninstallOk=0, nUninstallFail=0","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=deploy-server, name=clients, app_event_reports, nDownloadFail=0, nInstallOk=0, nInstallFail=0, nUninstallOk=0, nUninstallFail=0",,,,,,,"deploy-server",,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,0,0,0,,,0,0,clients,,,,,,,,,,,,"--_::._-____-_=-,_=,_,_=,_=,_=,_=,_=",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
